,CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
147,148,Female,32,38000,74,lawyer,1,1
148,149,Female,34,51000,22,healthcare,7,4
149,150,Male,34,90000,90,artist,6,3
150,151,Male,43,30000,17,lawyer,0,9
151,152,Male,39,41000,88,engineer,0,1
152,153,Female,44,17000,20,engineer,0,2
153,154,Female,38,92000,76,artist,2,2
154,155,Female,47,80000,16,healthcare,0,4
155,156,Female,27,10000,89,marketing,8,4
156,157,Male,37,16000,1,executive,1,1
157,158,Female,30,87000,78,artist,3,4
158,159,Male,34,66000,1,lawyer,1,2
159,160,Female,30,86000,73,artist,3,3
160,161,Female,56,9000,35,artist,1,1
161,162,Female,29,50000,83,healthcare,1,5
162,163,Male,19,35000,5,executive,0,5
163,164,Female,31,58000,93,healthcare,1,5
164,165,Male,50,47000,26,doctor,0,2
165,166,Female,36,54000,75,artist,5,3
166,167,Male,42,79000,20,homemaker,9,3
167,168,Female,33,83000,95,artist,0,5
168,169,Female,36,57000,27,artist,0,3
169,170,Male,32,0,63,artist,2,2
170,171,Male,40,69000,13,artist,3,5
171,172,Male,28,4000,75,executive,0,2
172,173,Male,36,79000,10,lawyer,0,2
173,174,Male,36,99000,92,artist,5,2
174,175,Female,52,20000,13,lawyer,0,2
175,176,Female,30,28000,86,artist,3,4
176,177,Male,58,29000,15,engineer,11,1
177,178,Male,27,45000,69,healthcare,2,6
178,179,Male,59,86000,14,healthcare,4,3
179,180,Male,35,42000,90,engineer,8,1
180,181,Female,37,59000,32,artist,7,2
181,182,Female,32,61000,86,entertainment,7,5
182,183,Male,46,11000,15,artist,7,1
183,184,Female,29,66000,88,artist,4,4
184,185,Female,41,39000,39,artist,1,1
185,186,Male,30,72000,97,artist,6,2
186,187,Female,54,14000,24,lawyer,1,2
187,188,Male,28,44000,68,doctor,5,3
188,189,Female,41,76000,17,engineer,8,2
189,190,Female,36,95000,85,artist,4,2
190,191,Female,34,92000,23,artist,5,3
191,192,Female,32,98000,69,artist,8,2
192,193,Male,33,96000,8,executive,9,2
193,194,Female,38,45000,91,artist,10,4
194,195,Female,47,8000,16,artist,7,2
195,196,Female,35,46000,79,executive,1,3
196,197,Female,45,78000,28,artist,0,2
197,198,Male,32,4000,74,artist,1,5
198,199,Male,32,81000,18,executive,1,2
199,200,Male,30,33000,83,artist,4,2
200,201,Female,21,40000,10,healthcare,0,3
201,202,Male,34,85000,16,healthcare,9,3
202,203,Female,16,60000,0,engineer,6,8
203,204,Female,76,60000,39,healthcare,4,2
204,205,Female,62,63000,59,entertainment,0,2
205,206,Female,63,10000,52,healthcare,8,3
206,207,Female,19,55000,61,healthcare,0,3
207,208,Male,46,93000,12,artist,2,1
208,209,Female,48,15000,7,doctor,0,2
209,210,Female,80,39000,33,engineer,9,4
210,211,Female,1,57000,93,engineer,1,2
211,212,Female,0,22000,92,artist,2,1
212,213,Male,86,12000,70,marketing,2,4
213,214,Male,49,50000,82,lawyer,8,1
214,215,Male,48,95000,68,doctor,2,4
215,216,Female,46,66000,70,healthcare,3,3
216,217,Male,79,20000,40,doctor,6,2
217,218,Female,83,35000,99,doctor,8,2
218,219,Female,66,71000,34,executive,9,2
219,220,Female,59,76000,61,,9,1
220,221,Female,39,84000,33,artist,5,3
221,222,Female,95,72000,51,engineer,4,2
222,223,Male,43,33000,55,artist,4,3
223,224,Female,93,93000,37,healthcare,1,5
224,225,Female,40,83000,48,homemaker,4,1
225,226,Female,78,23000,8,engineer,1,1
226,227,Female,25,40000,77,artist,5,4
227,228,Male,76,89000,86,healthcare,9,4
228,229,Male,0,33000,64,marketing,1,1
229,230,Male,15,94000,30,healthcare,7,2
230,231,Female,6,93000,53,lawyer,8,2
231,232,Male,84,7000,28,healthcare,0,4
232,233,Female,67,18000,88,lawyer,0,2
233,234,Female,78,3000,14,healthcare,0,4
234,235,Female,4,84000,54,artist,9,1
235,236,Female,29,62000,34,healthcare,0,4
236,237,Male,91,9000,96,healthcare,1,5
237,238,Male,95,36000,35,,0,4
238,239,Male,55,37000,74,lawyer,1,4
239,240,Female,14,50000,11,artist,1,2
240,241,Male,92,83000,16,executive,1,5
241,242,Female,65,79000,17,artist,0,3
242,243,Female,84,40000,14,healthcare,1,4
243,244,Female,77,47000,58,artist,0,6
244,245,Female,53,4000,20,artist,0,4
245,246,Female,28,38000,75,entertainment,7,2
246,247,Male,23,0,96,doctor,1,3
247,248,Female,32,7000,16,artist,1,2
248,249,Female,37,41000,2,artist,1,2
249,250,Female,89,65000,0,engineer,0,5
250,251,Male,80,20000,93,engineer,1,3
251,252,Female,27,44000,65,doctor,8,1
252,253,Female,78,3000,14,artist,5,4
253,254,Female,86,72000,13,lawyer,7,3
254,255,Female,46,27000,32,engineer,4,4
255,256,Male,59,85000,49,lawyer,4,2
256,257,Male,12,38000,18,executive,10,1
257,258,Male,79,73000,96,homemaker,6,7
258,259,Female,79,64000,64,artist,2,3
259,260,Male,26,26000,60,executive,6,4
260,261,Female,63,47000,16,artist,2,3
261,262,Female,52,35000,85,doctor,2,6
262,263,Female,32,31000,24,lawyer,2,3
263,264,Female,64,13000,38,engineer,3,4
264,265,Female,37,79000,10,homemaker,1,7
265,266,Male,7,82000,39,entertainment,2,2
266,267,Female,40,28000,68,artist,1,1
267,268,Female,78,36000,79,artist,0,3
268,269,Female,34,8000,76,entertainment,6,6
269,270,Female,52,88000,39,artist,1,2
270,271,Male,94,91000,36,entertainment,0,4
271,272,Female,1,12000,82,doctor,0,3
272,273,Female,96,1000,76,entertainment,0,3
273,274,Female,18,143000,99,artist,0,2
274,275,Female,37,18000,57,artist,1,2
275,276,Male,78,65000,89,lawyer,1,2
276,277,Male,16,9000,88,executive,7,4
277,278,Male,93,95000,21,artist,1,1
278,279,Female,74,78000,12,engineer,9,3
279,280,Male,68,48000,73,healthcare,3,3
280,281,Female,32,63000,87,executive,1,4
281,282,Female,43,85000,63,marketing,1,2
282,283,Female,52,43000,58,artist,1,3
283,284,Female,63,74000,20,artist,1,2
284,285,Female,33,67000,11,healthcare,0,1
285,286,Male,86,59000,40,artist,0,1
286,287,Female,85,140000,84,entertainment,1,1
287,288,Female,73,31000,47,healthcare,1,2
288,289,Female,21,5000,91,marketing,0,1
289,290,Female,93,19000,58,engineer,1,3
290,291,Male,9,27000,62,entertainment,7,1
291,292,Female,10,68000,80,doctor,6,3
292,293,Male,11,38000,66,artist,8,8
293,294,Female,48,50000,36,engineer,6,4
294,295,Female,73,80000,73,entertainment,2,2
295,296,Female,66,69000,43,executive,9,3
296,297,Female,79,31000,91,engineer,3,3
297,298,Male,62,87000,41,doctor,6,2
298,299,Male,17,79000,16,artist,1,3
299,300,Male,32,32000,86,entertainment,5,2
300,301,Male,85,153787,100,entertainment,3,3
301,302,Male,31,95851,16,healthcare,5,2
302,303,Female,31,145015,73,healthcare,6,3
303,304,Female,38,148539,7,healthcare,5,2
304,305,Female,90,117319,21,lawyer,1,2
305,306,Female,65,180243,26,marketing,6,2
306,307,Female,63,165052,12,artist,4,2
307,308,Female,61,120487,14,doctor,0,2
308,309,Male,26,112766,83,engineer,8,4
309,310,Female,17,156488,65,engineer,1,4
310,311,Male,56,97562,15,executive,5,6
311,312,Female,12,77501,30,engineer,5,4
312,313,Female,24,118302,100,lawyer,5,1
313,314,Female,13,64277,9,executive,9,4
314,315,Male,12,53927,77,doctor,2,3
315,316,Male,72,93921,93,lawyer,9,2
316,317,Female,54,132046,8,homemaker,4,4
317,318,Male,45,183217,91,artist,7,2
318,319,Male,66,182937,44,marketing,8,1
319,320,Female,27,68272,56,healthcare,8,4
320,321,Male,36,69841,21,engineer,10,2
321,322,Male,5,69078,60,lawyer,13,1
322,323,Female,89,110667,100,healthcare,2,4
323,324,Male,13,95469,94,doctor,6,1
324,325,Female,91,102861,40,artist,4,1
325,326,Male,16,133551,7,artist,3,1
326,327,Female,63,64589,90,engineer,7,1
327,328,Male,52,152755,39,engineer,4,2
328,329,Female,37,92313,58,healthcare,1,5
329,330,Female,78,98922,2,artist,2,3
330,331,Male,24,165846,33,engineer,0,4
331,332,Female,4,93713,62,engineer,3,4
332,333,Male,84,137641,67,healthcare,0,5
333,334,Male,0,173743,96,artist,0,4
334,335,Female,67,116126,58,entertainment,10,2
335,336,Female,32,112246,30,healthcare,8,3
336,337,Female,39,69384,75,healthcare,1,5
337,338,Female,68,76529,62,healthcare,0,2
338,339,Female,7,123804,28,doctor,14,1
339,340,Female,76,68292,55,artist,8,2
340,341,Female,84,173185,99,artist,3,1
341,342,Male,75,142034,82,entertainment,1,4
342,343,Male,22,107941,61,artist,0,1
343,344,Female,90,149840,61,engineer,1,1
344,345,Female,4,148431,99,healthcare,1,8
345,346,Female,78,126599,84,lawyer,0,3
346,347,Female,58,57180,22,healthcare,9,1
347,348,Female,99,184426,41,artist,9,1
348,349,Female,24,151085,39,marketing,2,5
349,350,Female,88,166107,98,artist,13,4
350,351,Female,92,67850,91,artist,9,4
351,352,Male,99,173394,4,engineer,13,1
352,353,Female,51,72303,98,lawyer,7,1
353,354,Male,23,181760,35,healthcare,14,3
354,355,Female,13,146858,75,doctor,9,1
355,356,Male,22,172923,20,engineer,6,1
356,357,Female,89,115811,87,homemaker,11,4
357,358,Male,20,184324,51,marketing,13,5
358,359,Female,72,67353,19,lawyer,9,3
359,360,Male,17,165999,71,healthcare,9,3
360,361,Male,90,164914,18,artist,8,3
361,362,Male,99,63364,61,entertainment,1,2
362,363,Female,39,182352,73,engineer,4,3
363,364,Female,37,148544,56,entertainment,1,2
364,365,Male,46,62833,85,artist,1,2
365,366,Male,65,120627,72,healthcare,0,2
366,367,Female,60,130898,30,artist,1,1
367,368,Female,93,103130,74,executive,12,3
368,369,Male,72,106681,15,healthcare,9,5
369,370,Female,36,87353,25,entertainment,1,5
370,371,Male,52,88046,61,artist,8,1
371,372,Female,72,98168,49,entertainment,1,2
372,373,Female,28,178265,5,lawyer,2,1
373,374,Female,48,167232,92,doctor,6,4
374,375,Male,85,140478,43,doctor,6,4
375,376,Male,22,159296,83,artist,8,1
376,377,Female,30,144043,78,doctor,1,1
377,378,Male,46,72594,64,artist,1,2
378,379,Female,82,180288,77,artist,2,2
379,380,Female,73,165734,51,entertainment,0,1
380,381,Male,8,175407,2,artist,5,1
381,382,Male,90,70201,8,engineer,0,2
382,383,Male,34,91503,26,artist,0,6
383,384,Female,10,184522,43,artist,0,2
384,385,Female,79,143560,83,artist,1,3
385,386,Male,83,131574,97,artist,1,2
386,387,Female,20,151124,18,artist,15,3
387,388,Female,25,67447,5,artist,15,2
388,389,Female,26,117454,8,healthcare,16,2
389,390,Female,18,86203,23,doctor,13,1
390,391,Female,7,136231,10,artist,7,1
391,392,Male,1,89144,1,doctor,12,2
392,393,Male,21,119116,30,artist,17,4
393,394,Female,86,163463,31,artist,9,4
394,395,Female,75,151696,82,artist,15,1
395,396,Male,78,184736,52,lawyer,13,1
396,397,Female,87,70419,69,homemaker,6,4
397,398,Female,8,119104,41,entertainment,14,3
398,399,Male,59,130950,28,executive,5,3
399,400,Male,13,140950,77,artist,15,2
400,401,Female,55,82285,35,engineer,16,1
401,402,Female,50,91389,92,healthcare,11,7
402,403,Male,54,186359,95,doctor,13,2
403,404,Male,13,178989,46,doctor,14,3
404,405,Male,79,166335,45,engineer,5,5
405,406,Female,65,119889,11,artist,17,6
406,407,Female,51,66852,73,executive,15,3
407,408,Male,18,103896,36,executive,16,4
408,409,Male,21,187761,87,healthcare,2,3
409,410,Male,37,102717,93,healthcare,7,4
410,411,Male,83,102647,83,entertainment,0,2
411,412,Female,96,113585,31,lawyer,0,4
412,413,Female,65,86509,88,artist,0,4
413,414,Male,80,59099,44,marketing,1,7
414,415,Female,75,135088,5,lawyer,1,5
415,416,Female,87,110870,78,engineer,1,4
416,417,Female,86,187667,12,artist,0,1
417,418,Female,36,124614,25,artist,8,5
418,419,Female,78,166492,40,homemaker,9,7
419,420,Female,62,172758,69,entertainment,1,2
420,421,Male,89,122430,19,healthcare,1,1
421,422,Female,56,183540,96,entertainment,0,6
422,423,Female,35,96484,34,artist,5,4
423,424,Male,33,112587,71,artist,1,4
424,425,Female,58,155672,71,entertainment,7,7
425,426,Female,68,72847,93,artist,1,2
426,427,Male,38,71897,32,entertainment,2,3
427,428,Male,31,158479,57,doctor,1,5
428,429,Male,90,89251,4,entertainment,1,1
429,430,Male,28,179911,24,engineer,1,1
430,431,Male,1,111558,85,healthcare,7,4
431,432,Male,78,127615,78,executive,10,7
432,433,Female,23,50076,32,artist,3,5
433,434,Female,25,77779,62,artist,4,1
434,435,Male,59,169999,38,engineer,5,5
435,436,Female,7,106581,76,doctor,1,7
436,437,Female,24,78223,41,lawyer,0,1
437,438,Male,76,136259,14,,0,7
438,439,Male,37,153399,93,entertainment,1,6
439,440,Female,6,162858,91,artist,0,1
440,441,Female,0,57373,29,,0,7
441,442,Male,3,133602,47,artist,1,1
442,443,Female,95,66322,88,artist,0,3
443,444,Female,0,68761,16,lawyer,1,4
444,445,Male,7,70749,86,artist,13,3
445,446,Male,54,65874,87,artist,7,6
446,447,Male,89,115996,24,engineer,15,1
447,448,Female,58,67097,91,engineer,6,1
448,449,Female,12,108027,64,artist,13,5
449,450,Male,7,176349,80,healthcare,8,2
450,451,Male,11,88452,40,healthcare,8,6
451,452,Male,74,128266,55,engineer,7,4
452,453,Female,64,156777,20,healthcare,7,2
453,454,Female,48,123234,50,lawyer,10,7
454,455,Female,8,60790,38,artist,1,5
455,456,Female,15,181332,99,artist,14,6
456,457,Male,1,187297,7,artist,0,1
457,458,Female,21,153885,86,artist,6,6
458,459,Male,84,53500,44,marketing,3,4
459,460,Female,5,69443,28,doctor,4,6
460,461,Female,47,124072,56,lawyer,0,7
461,462,Female,96,135800,29,healthcare,0,7
462,463,Male,93,120597,96,artist,2,4
463,464,Female,16,91358,11,entertainment,1,4
464,465,Male,56,53231,41,marketing,0,5
465,466,Female,76,156330,31,engineer,1,2
466,467,Male,0,186002,80,doctor,15,2
467,468,Female,70,111760,53,executive,12,5
468,469,Female,47,143906,12,artist,4,3
469,470,Male,13,182410,22,healthcare,11,4
470,471,Male,86,98463,46,homemaker,10,5
471,472,Male,91,93762,28,artist,15,7
472,473,Male,97,104582,50,healthcare,8,2
473,474,Male,20,130813,92,artist,17,5
474,475,Female,11,59202,92,healthcare,5,4
475,476,Female,28,79968,45,lawyer,9,2
476,477,Male,32,104824,42,artist,0,7
477,478,Male,82,188719,30,lawyer,0,6
478,479,Male,39,187536,66,healthcare,3,6
479,480,Male,7,134008,85,entertainment,2,1
480,481,Female,13,176397,71,artist,6,3
481,482,Female,34,154888,43,healthcare,9,6
482,483,Male,76,155622,81,healthcare,0,2
483,484,Female,30,62330,60,healthcare,1,1
484,485,Female,69,112838,34,healthcare,1,7
485,486,Male,22,58283,59,homemaker,2,4
486,487,Female,60,77857,81,artist,1,6
487,488,Male,66,125024,25,artist,0,1
488,489,Female,57,136242,34,artist,9,1
489,490,Female,60,81934,81,healthcare,1,4
490,491,Female,59,130511,97,artist,3,4
491,492,Female,54,144502,88,lawyer,3,1
492,493,Male,90,63769,6,artist,4,2
493,494,Female,14,66760,20,artist,0,4
494,495,Female,34,135115,54,entertainment,1,7
495,496,Female,85,179877,17,healthcare,12,4
496,497,Female,83,93351,65,doctor,1,1
497,498,Male,12,84547,96,homemaker,3,3
498,499,Male,95,121725,3,,12,3
499,500,Male,41,65723,91,artist,6,7
500,501,Female,38,96794,96,healthcare,6,3
501,502,Male,68,72352,61,healthcare,8,5
502,503,Female,4,53097,21,healthcare,0,7
503,504,Female,5,144831,17,artist,1,3
504,505,Female,3,183851,10,doctor,1,2
505,506,Female,20,111896,90,executive,1,3
506,507,Female,3,64824,30,executive,1,1
507,508,Male,36,88565,16,healthcare,1,5
508,509,Female,70,104974,63,artist,1,1
509,510,Female,17,167060,47,artist,1,5
510,511,Female,31,69018,17,artist,6,1
511,512,Female,48,174109,96,entertainment,0,1
512,513,Male,28,62186,29,marketing,0,1
513,514,Male,97,183783,70,healthcare,9,3
514,515,Male,81,83771,1,artist,1,2
515,516,Female,37,148196,91,artist,0,2
516,517,Male,85,131742,87,entertainment,1,1
517,518,Female,78,59971,94,homemaker,14,7
518,519,Female,13,88960,2,entertainment,13,3
519,520,Female,53,140107,38,healthcare,1,5
520,521,Female,41,161896,49,entertainment,1,3
521,522,Female,9,57272,60,engineer,1,1
522,523,Male,20,119952,2,healthcare,8,2
523,524,Female,98,167197,63,doctor,1,5
524,525,Female,44,186116,2,healthcare,8,6
525,526,Female,66,134677,59,healthcare,15,5
526,527,Female,58,180479,74,healthcare,0,3
527,528,Male,97,112783,21,artist,9,6
528,529,Male,13,150258,17,doctor,0,3
529,530,Male,48,115832,92,artist,2,2
530,531,Female,47,104834,44,artist,0,7
531,532,Male,93,152571,66,doctor,14,5
532,533,Female,11,162287,45,engineer,3,2
533,534,Female,68,171761,59,doctor,1,6
534,535,Female,87,77709,73,artist,0,1
535,536,Female,22,95053,17,entertainment,1,2
536,537,Male,89,74820,33,doctor,1,2
537,538,Male,57,152267,92,engineer,9,5
538,539,Male,91,71925,14,artist,4,2
539,540,Female,84,151340,95,artist,1,7
540,541,Male,56,162921,51,executive,0,4
541,542,Female,26,52234,30,executive,1,2
542,543,Female,56,100271,87,artist,1,5
543,544,Female,6,170266,23,artist,3,2
544,545,Female,33,88763,1,entertainment,1,1
545,546,Female,89,107359,26,,10,6
546,547,Male,99,164781,83,engineer,0,2
547,548,Female,25,156016,85,artist,2,1
548,549,Female,96,186882,40,entertainment,1,7
549,550,Female,35,99300,88,homemaker,5,2
550,551,Male,16,58127,65,marketing,0,3
551,552,Female,81,89211,12,doctor,1,7
552,553,Female,7,148607,59,homemaker,1,7
553,554,Female,31,139592,62,marketing,1,1
554,555,Female,16,172051,62,healthcare,1,3
555,556,Male,89,57033,99,artist,0,4
556,557,Male,84,117612,63,engineer,0,6
557,558,Male,40,185321,96,artist,0,7
558,559,Female,17,186577,5,healthcare,8,5
559,560,Male,0,151298,89,artist,0,6
560,561,Female,69,123925,52,artist,1,7
561,562,Female,17,169496,12,lawyer,11,6
562,563,Female,0,142892,25,entertainment,8,1
563,564,Female,34,58979,3,entertainment,9,5
564,565,Female,51,141416,100,healthcare,15,1
565,566,Male,54,104854,67,healthcare,1,7
566,567,Female,19,180331,14,artist,17,5
567,568,Female,99,172896,13,engineer,0,3
568,569,Female,2,101451,82,healthcare,4,3
569,570,Female,91,189974,37,engineer,8,1
570,571,Male,65,90084,65,artist,1,6
571,572,Female,47,112247,24,executive,4,5
572,573,Female,91,181775,61,artist,4,5
573,574,Female,64,59088,31,artist,1,3
574,575,Female,91,60856,23,artist,1,6
575,576,Male,32,149900,34,artist,6,3
576,577,Male,15,142776,98,engineer,8,5
577,578,Male,22,162598,84,artist,8,3
578,579,Female,37,146195,89,healthcare,4,4
579,580,Male,83,135268,53,lawyer,4,5
580,581,Female,89,136037,1,marketing,5,1
581,582,Female,33,111191,67,artist,9,4
582,583,Female,13,144111,62,entertainment,12,5
583,584,Female,71,177359,56,doctor,6,2
584,585,Female,10,112818,85,marketing,15,7
585,586,Male,49,53509,98,artist,5,4
586,587,Female,9,168269,75,executive,10,2
587,588,Female,53,86766,2,lawyer,16,3
588,589,Female,63,52661,25,healthcare,12,5
589,590,Female,46,148520,14,healthcare,11,5
590,591,Male,42,149936,52,artist,15,3
591,592,Female,73,102296,31,entertainment,7,5
592,593,Male,75,178416,16,executive,10,7
593,594,Female,49,83788,41,doctor,15,1
594,595,Female,96,184771,77,engineer,8,5
595,596,Female,52,70302,88,executive,14,3
596,597,Female,15,58639,51,entertainment,5,7
597,598,Male,91,97879,40,entertainment,15,7
598,599,Male,22,64707,29,entertainment,7,3
599,600,Male,62,71795,87,healthcare,8,1
600,601,Male,41,76567,85,doctor,16,1
601,602,Male,61,126370,20,,11,4
602,603,Female,71,154007,32,artist,7,7
603,604,Female,91,69720,78,lawyer,17,6
604,605,Female,94,85265,68,executive,7,6
605,606,Female,3,155864,31,healthcare,13,3
606,607,Female,15,99421,72,artist,8,7
607,608,Female,96,145457,57,executive,2,1
608,609,Male,12,118041,77,artist,9,2
609,610,Female,23,73759,83,doctor,0,7
610,611,Male,94,90082,17,artist,5,7
611,612,Female,7,74928,12,artist,0,6
612,613,Female,74,101352,36,lawyer,0,5
613,614,Female,52,93947,81,healthcare,9,2
614,615,Male,39,134629,23,engineer,1,6
615,616,Male,72,101858,70,healthcare,8,6
616,617,Female,55,165501,47,artist,10,4
617,618,Male,29,135931,74,lawyer,5,1
618,619,Male,38,103356,20,marketing,1,6
619,620,Female,44,75195,79,artist,1,3
620,621,Male,58,123083,44,entertainment,6,5
621,622,Male,77,73884,30,healthcare,1,2
622,623,Female,56,91180,61,entertainment,1,7
623,624,Male,79,86235,52,artist,0,2
624,625,Female,97,96400,4,doctor,1,7
625,626,Male,78,83599,12,healthcare,1,6
626,627,Female,91,82535,50,healthcare,0,1
627,628,Male,35,92227,8,lawyer,0,5
628,629,Female,43,150444,27,artist,13,4
629,630,Female,37,149095,83,lawyer,1,2
630,631,Male,63,113605,42,artist,3,3
631,632,Female,16,93854,82,healthcare,0,7
